gemeente;soort;jaar;verkiezing;"verkiezing-
partij";p;partij;w;sb;stemmen;opmerking
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);4;32;48;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;4;32;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);4;32;1;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;4;32;4;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;4;33;92;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;4;33;131;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;4;33;107;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;4;33;189;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);4;33;54;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;4;33;14;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);4;33;242;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;4;33;6;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;4;33;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;4;33;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;4;33;42;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);4;33;3;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;4;33;2;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);4;33;58;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;4;33;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);4;33;2;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;4;33;1;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;4;35;79;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;4;35;147;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;4;35;84;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;4;35;173;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);4;35;33;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;4;35;16;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);4;35;260;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;4;35;4;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;4;35;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;4;35;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;4;35;35;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);4;35;0;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;4;35;2;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);4;35;49;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;4;35;4;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);4;35;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;4;35;4;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;4;36;100;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;4;36;94;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;4;36;70;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;4;36;125;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);4;36;52;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;4;36;23;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);4;36;162;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;4;36;3;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;4;36;2;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;4;36;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;4;36;38;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);4;36;3;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;4;36;1;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);4;36;73;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;4;36;2;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);4;36;2;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;4;36;5;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;4;37;47;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;4;37;41;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;4;37;42;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;4;37;68;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);4;37;36;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;4;37;9;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);4;37;69;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;4;37;4;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;4;37;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;4;37;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;4;37;26;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);4;37;2;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;4;37;0;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);4;37;61;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;4;37;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);4;37;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;4;37;1;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;4;38;23;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;4;38;64;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;4;38;23;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;4;38;76;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);4;38;52;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;4;38;3;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);4;38;83;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;4;38;1;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;4;38;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;4;38;1;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;4;38;28;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);4;38;3;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;4;38;0;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);4;38;71;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;4;38;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);4;38;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;4;38;4;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;4;40;38;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;4;40;106;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;4;40;64;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;4;40;177;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);4;40;62;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;4;40;10;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);4;40;233;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;4;40;2;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;4;40;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;4;40;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;4;40;47;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);4;40;3;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;4;40;3;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);4;40;50;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;4;40;6;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);4;40;2;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;4;40;0;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;41;56;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;41;109;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;41;98;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;41;172;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;41;36;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;41;12;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;41;264;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;41;4;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;41;1;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;41;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;41;37;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;41;2;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;41;3;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;41;34;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;41;9;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;41;1;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;41;2;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;42;20;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;42;45;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;42;41;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;42;91;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;42;38;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;42;10;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;42;73;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;42;2;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;42;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;42;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;42;29;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;42;2;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;42;0;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;42;67;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;42;3;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;42;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;42;0;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;43;34;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;43;78;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;43;57;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;43;118;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;43;45;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;43;17;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;43;145;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;43;5;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;43;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;43;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;43;16;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;43;2;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;43;0;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;43;39;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;43;6;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;43;1;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;43;1;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;44;38;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;44;86;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;44;34;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;44;67;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;44;69;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;44;10;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;44;85;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;44;2;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;44;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;44;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;44;11;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;44;4;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;44;2;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;44;82;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;44;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;44;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;44;0;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;45;74;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;45;98;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;45;58;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;45;94;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;45;63;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;45;18;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;45;135;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;45;2;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;45;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;45;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;45;32;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;45;2;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;45;0;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;45;110;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;45;3;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;45;1;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;45;4;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;47;35;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;47;72;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;47;14;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;47;35;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;47;41;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;47;8;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;47;29;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;47;1;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;47;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;47;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;47;18;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;47;4;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;47;0;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;47;47;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;47;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;47;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;47;1;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;48;77;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;48;98;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;48;63;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;48;93;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;48;41;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;48;9;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;48;105;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;48;2;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;48;1;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;48;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;48;33;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;48;4;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;48;2;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;48;114;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;48;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;48;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;48;2;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;49;105;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;49;76;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;49;50;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;49;52;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;49;51;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;49;23;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;49;73;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;49;7;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;49;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;49;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;49;30;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;49;2;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;49;1;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;49;105;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;49;4;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;49;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;49;4;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;50;75;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;50;57;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;50;34;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;50;42;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;50;44;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;50;26;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;50;50;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;50;3;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;50;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;50;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;50;24;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;50;2;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;50;0;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;50;107;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;50;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;50;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;50;4;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;5;51;109;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;5;51;64;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;5;51;78;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;5;51;59;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);5;51;50;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;5;51;24;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);5;51;80;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;5;51;2;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;5;51;0;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;5;51;0;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;5;51;27;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);5;51;4;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;5;51;0;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);5;51;127;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;5;51;3;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);5;51;1;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;5;51;0;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;8;52;29;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;8;52;61;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;8;52;18;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;8;52;60;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);8;52;71;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;8;52;15;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);8;52;32;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;8;52;5;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;8;52;1;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;8;52;1;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;8;52;23;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);8;52;0;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;8;52;1;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);8;52;86;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;8;52;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);8;52;0;
Leiden;EP;2009;EP2009;EP2009-17;17;Libertas;8;52;0;
Leiden;EP;2009;EP2009;EP2009-1;1;CDA - Europese Volkspartij;8;54;38;
Leiden;EP;2009;EP2009;EP2009-2;2;P.v.d.A./Europese Sociaaldemocraten;8;54;98;
Leiden;EP;2009;EP2009;EP2009-3;3;VVD - Europese Liberaal-Democraten;8;54;42;
Leiden;EP;2009;EP2009;EP2009-4;4;GROENLINKS;8;54;91;
Leiden;EP;2009;EP2009;EP2009-5;5;SP (Socialistische Partij);8;54;28;
Leiden;EP;2009;EP2009;EP2009-6;6;ChristenUnie-SGP;8;54;11;
Leiden;EP;2009;EP2009;EP2009-7;7;Democraten 66 (D66);8;54;147;
Leiden;EP;2009;EP2009;EP2009-8;8;Newropeans;8;54;3;
Leiden;EP;2009;EP2009;EP2009-9;9;Europa Voordelig! & Duurzaam;8;54;2;
Leiden;EP;2009;EP2009;EP2009-10;10;Solidara;8;54;1;
Leiden;EP;2009;EP2009;EP2009-11;11;Partij voor de Dieren;8;54;14;
Leiden;EP;2009;EP2009;EP2009-12;12;EUROPESE KLOKKENLUIDERS PARTIJ (EKP);8;54;1;
Leiden;EP;2009;EP2009;EP2009-13;13;De Groenen;8;54;3;
Leiden;EP;2009;EP2009;EP2009-14;14;PVV (Partij voor de Vrijheid);8;54;38;
Leiden;EP;2009;EP2009;EP2009-15;15;Liberaal Democratische Partij;8;54;1;
Leiden;EP;2009;EP2009;EP2009-16;16;Partij voor Europese Politiek (PEP);8;54;0;
