gemeente;soort;jaar;verkiezing;"verkiezing-
partij";p;partij;w;sb;stemmen;opmerking
Leiden;GR;2002;GR2002;GR2002-4;4;SP;5;44;71;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;5;44;75;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;5;44;70;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;5;44;28;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;5;44;85;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;5;44;22;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;5;45;185;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;5;45;117;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;5;45;114;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;5;45;45;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;5;45;93;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;5;45;154;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;5;45;18;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;5;45;67;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;5;45;54;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;5;46;88;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;5;46;86;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;5;46;54;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;5;46;29;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;5;46;41;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;5;46;89;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;5;46;11;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;5;46;48;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;5;46;19;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;5;47;214;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;5;47;47;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;5;47;80;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;5;47;52;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;5;47;35;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;5;47;95;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;5;47;20;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;5;47;79;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;5;47;15;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;5;48;167;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;5;48;192;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;5;48;91;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;5;48;38;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;5;48;123;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;5;48;126;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;5;48;35;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;5;48;71;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;5;48;18;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;5;49;147;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;5;49;100;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;5;49;59;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;5;49;32;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;5;49;52;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;5;49;124;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;5;49;8;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;5;49;70;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;5;49;37;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;5;50;165;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;5;50;116;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;5;50;66;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;5;50;55;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;5;50;66;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;5;50;135;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;5;50;15;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;5;50;100;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;5;50;38;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;5;51;148;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;5;51;142;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;5;51;68;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;5;51;60;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;5;51;91;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;5;51;202;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;5;51;16;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;5;51;76;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;5;51;32;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;8;52;153;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;8;52;53;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;8;52;93;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;8;52;51;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;8;52;79;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;8;52;41;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;8;52;18;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;8;52;72;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;8;52;35;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;8;53;130;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;8;53;60;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;8;53;84;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;8;53;79;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;8;53;48;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;8;53;61;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;8;53;16;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;8;53;72;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;8;53;11;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;8;54;166;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;8;54;179;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;8;54;122;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;8;54;49;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;8;54;169;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;8;54;98;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;8;54;22;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;8;54;74;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;8;54;23;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;8;55;177;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;8;55;254;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;8;55;106;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;8;55;35;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;8;55;197;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;8;55;134;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;8;55;18;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;8;55;49;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;8;55;41;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;8;56;139;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;8;56;236;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;8;56;127;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;8;56;26;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;8;56;182;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;8;56;124;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;8;56;23;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;8;56;56;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;8;56;21;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;8;57;160;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;8;57;204;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;8;57;113;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;8;57;33;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;8;57;200;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;8;57;131;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;8;57;28;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;8;57;45;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;8;57;21;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;8;58;226;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;8;58;214;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;8;58;73;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;8;58;54;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;8;58;132;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;8;58;158;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;8;58;19;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;8;58;96;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;8;58;29;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;8;59;184;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;8;59;205;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;8;59;95;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;8;59;59;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;8;59;119;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;8;59;86;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;8;59;31;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;8;59;77;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;8;59;37;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;9;60;160;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;9;60;202;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;9;60;74;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;9;60;71;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;9;60;115;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;9;60;107;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;9;60;16;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;9;60;79;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;9;60;25;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;9;61;210;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;9;61;170;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;9;61;82;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;9;61;70;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;9;61;129;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;9;61;71;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;9;61;25;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;9;61;117;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;9;61;15;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;9;62;169;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;9;62;109;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;9;62;35;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;9;62;59;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;9;62;78;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;9;62;97;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;9;62;16;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;9;62;114;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;9;62;31;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;9;63;176;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;9;63;173;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;9;63;63;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;9;63;57;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;9;63;121;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;9;63;83;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;9;63;22;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;9;63;90;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;9;63;29;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;9;64;227;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;9;64;177;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;9;64;77;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;9;64;61;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;9;64;99;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;9;64;81;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;9;64;17;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;9;64;132;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;9;64;32;
Leiden;GR;2002;GR2002;GR2002-1;1;PvdA;9;65;136;
Leiden;GR;2002;GR2002;GR2002-2;2;VVD;9;65;135;
Leiden;GR;2002;GR2002;GR2002-3;3;GL;9;65;66;
Leiden;GR;2002;GR2002;GR2002-4;4;SP;9;65;38;
Leiden;GR;2002;GR2002;GR2002-5;5;D66;9;65;114;
Leiden;GR;2002;GR2002;GR2002-6;6;CDA;9;65;56;
Leiden;GR;2002;GR2002;GR2002-7;7;LWG / dG;9;65;28;
Leiden;GR;2002;GR2002;GR2002-8;8;LL;9;65;86;
Leiden;GR;2002;GR2002;GR2002-9;9;CU;9;65;21;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;0;1;194;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;0;1;376;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;0;1;193;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;0;1;166;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;0;1;172;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;0;1;73;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;0;1;0;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;0;1;0;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;0;1;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;0;1;1;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;0;1;1;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;0;1;14;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;0;1;0;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;0;1;3;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;0;1;106;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;0;2;177;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;0;2;357;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;0;2;151;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;0;2;145;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;0;2;179;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;0;2;86;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;0;2;1;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;0;2;3;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;0;2;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;0;2;1;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;0;2;0;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;0;2;15;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;0;2;0;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;0;2;8;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;0;2;92;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;0;3;215;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;0;3;238;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;0;3;178;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;0;3;151;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;0;3;201;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;0;3;112;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;0;3;3;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;0;3;2;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;0;3;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;0;3;0;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;0;3;0;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;0;3;13;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;0;3;0;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;0;3;9;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;0;3;98;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;0;4;171;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;0;4;219;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;0;4;119;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;0;4;119;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;0;4;214;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;0;4;108;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;0;4;1;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;0;4;1;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;0;4;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;0;4;1;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;0;4;0;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;0;4;14;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;0;4;0;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;0;4;16;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;0;4;110;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;1;5;197;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;1;5;130;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;1;5;130;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;1;5;100;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;1;5;201;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;1;5;121;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;1;5;0;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;1;5;2;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;1;5;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;1;5;0;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;1;5;0;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;1;5;13;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;1;5;3;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;1;5;8;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;1;5;122;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;1;6;232;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;1;6;207;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;1;6;153;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;1;6;170;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;1;6;229;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;1;6;124;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;1;6;4;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;1;6;1;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;1;6;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;1;6;1;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;1;6;0;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;1;6;12;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;1;6;1;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;1;6;11;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;1;6;108;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;1;7;217;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;1;7;255;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;1;7;181;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;1;7;171;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;1;7;207;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;1;7;101;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;1;7;1;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;1;7;4;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;1;7;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;1;7;1;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;1;7;0;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;1;7;18;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;1;7;0;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;1;7;6;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;1;7;98;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;1;8;186;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;1;8;212;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;1;8;169;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;1;8;168;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;1;8;238;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;1;8;101;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;1;8;3;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;1;8;2;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;1;8;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;1;8;1;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;1;8;1;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;1;8;24;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;1;8;0;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;1;8;6;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;1;8;114;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;1;9;252;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;1;9;198;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;1;9;153;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;1;9;132;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;1;9;197;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;1;9;85;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;1;9;6;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;1;9;3;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;1;9;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;1;9;0;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;1;9;0;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;1;9;17;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;1;9;0;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;1;9;4;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;1;9;193;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;1;10;215;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;1;10;243;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;1;10;155;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;1;10;123;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;1;10;195;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;1;10;96;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;1;10;1;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;1;10;1;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;1;10;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;1;10;1;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;1;10;0;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;1;10;13;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;1;10;0;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;1;10;8;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;1;10;80;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;1;11;172;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;1;11;274;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;1;11;149;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;1;11;126;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;1;11;185;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;1;11;85;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;1;11;2;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;1;11;5;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;1;11;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;1;11;1;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;1;11;1;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;1;11;6;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;1;11;0;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;1;11;8;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;1;11;107;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;6;12;193;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;6;12;145;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;6;12;155;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;6;12;143;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;6;12;198;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;6;12;118;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;6;12;1;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;6;12;2;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;6;12;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;6;12;0;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;6;12;0;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;6;12;30;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;6;12;1;
Leiden;TK;2002;TK2002;TK2002-14;14;LN;6;12;12;
Leiden;TK;2002;TK2002;TK2002-15;15;LPF;6;12;125;
Leiden;TK;2002;TK2002;TK2002-1;1;PvdA;6;13;216;
Leiden;TK;2002;TK2002;TK2002-2;2;VVD;6;13;140;
Leiden;TK;2002;TK2002;TK2002-3;3;CDA;6;13;208;
Leiden;TK;2002;TK2002;TK2002-4;4;D66;6;13;86;
Leiden;TK;2002;TK2002;TK2002-5;5;GL;6;13;145;
Leiden;TK;2002;TK2002;TK2002-6;6;SP;6;13;96;
Leiden;TK;2002;TK2002;TK2002-7;7;SGP;6;13;9;
Leiden;TK;2002;TK2002;TK2002-8;8;VSP;6;13;1;
Leiden;TK;2002;TK2002;TK2002-9;9;NMP;6;13;0;
Leiden;TK;2002;TK2002;TK2002-10;10;PvdT;6;13;0;
Leiden;TK;2002;TK2002;TK2002-11;11;VIPOU;6;13;2;
Leiden;TK;2002;TK2002;TK2002-12;12;CU;6;13;24;
Leiden;TK;2002;TK2002;TK2002-13;13;DN;6;13;6;
